Date,Region,Bed_TOT,BedAdult_TOT,CriticalCare,ED,Inpatient,Inpatient_Used,InpatientAdult,InpatientAdult_Used,ICU,ICU_Used,ICUAdult,ICUAdult_Used,BurnCare,MedSurg,Obstetric,OR,InpatientPediatric,InpatientPediatric_Used,PediatricICU,Psychiatric,Morgue_Avail,Morgue_TOT,NegPress_Avail,NegPress_TOT,MechVent_Used,MechVent,Vent_Avail,Vent_TOT,NumInpatients,NumInpatients_Crit,NumInpatients_Vent,NumInpatient_Dis,AdultCases_TOT,AdultCases_TOT_pos,PedCases_TOT,PedCases_TOT_pos,VentedCases,AdultCases_ICU,AdultCases_ICU_pos,EDCases_Prev,Elasto_Filters,Elasto_Resp,PAPR_Batteries,PAPR_Filters,PAPRs,CAPRs,Respirators_TOT,Gloves,Coveralls,Isolation_Gowns,Surgical_Gowns,Surgical_Masks,N95_Masks,Shields,Goggles,EyeProtect_TOT,Gowns_TOT,GownsReuse_TOT,Gloves_0_3,Gloves_4_7,N95_0_3,N95_4_7,SurgicalMasks_0_3,SurgicalMasks_4_7,EyeProtect_0_3,EyeProtect_4_7,Gowns_0_3,Gowns_4_7,Reporting_Capacity,Reporting_PPE,Notes,Link
2020-07-20,3,3223,,,,2504,1817,,,429,320,,,1,816,,78,93,,,22,59,74,139,265,,,194,308,42,31,11,54,,,,,,,,,52,28,244,406,167,248,,6725978,3851,465401,24847,1293950,180322,94961,38811,,,,,,,,,,,,,,85%,75%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200721151122/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-20,5,2107,,,,1486,1142,,,182,109,,,5,291,,66,58,,,78,24,34,123,266,,,195,229,43,13,2,14,,,,,,,,,106,23,268,330,209,154,,1138420,1907,55788,13241,123553,46645,25972,8658,,,,,,,,,,,,,,85%,75%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200721151122/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-20,6,2719,,,,2398,1497,,,405,261,,,23,455,,95,60,,,10,76,108,116,230,,,351,429,43,21,9,130,,,,,,,,,436,214,692,1217,671,132,,18053156,1709,80282,84813,4998433,424531,112366,43813,,,,,,,,,,,,,,85%,75%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200721151122/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-20,7,1011,,,,985,561,,,198,129,,,0,244,,38,22,,,10,26,30,113,173,,,83,98,8,7,0,30,,,,,,,,,0,0,384,438,303,46,,5310415,3063,20488,26928,1384205,45178,78179,9820,,,,,,,,,,,,,,85%,75%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200721151122/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-20,8,704,,,,581,249,,,79,42,,,0,214,,37,24,,,9,31,31,71,101,,,92,96,2,3,0,27,,,,,,,,,204,72,169,398,172,4,,2325809,2360,60691,12371,330995,86627,31592,1149,,,,,,,,,,,,,,85%,75%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200721151122/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,1,1736,,,,1483,1097,,,194,167,,,0,180,,34,26,,,53,23,43,82,194,,,145,202,24,19,23,111,,,,,,,,,35,97,214,411,137,50,,1037561,48330,151722,23146,1063736,121872,141170,5193,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,2N,5074,,,,4943,3363,,,530,404,,,0,466,,76,43,,,75,123,178,170,332,,,366,535,151,55,45,106,,,,,,,,,73,24,356,719,422,185,,7274437,9507,227592,77425,473490,223845,85948,18610,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,2S,7357,,,,6586,4944,,,949,773,,,10,569,,105,172,,,28,185,288,139,483,,,663,1125,184,80,42,174,,,,,,,,,1875,44,872,1318,560,112,,3090776,28171,369775,51428,1336528,442409,190731,17014,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,3,3248,,,,2569,1892,,,438,332,,,1,830,,80,81,,,16,59,74,132,265,,,200,308,49,35,9,103,,,,,,,,,52,28,244,406,167,248,,6675935,3851,463469,24625,1314472,179681,94949,38800,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,5,2107,,,,1486,1206,,,182,125,,,5,260,,66,54,,,80,28,34,115,266,,,195,228,40,17,3,17,,,,,,,,,106,23,268,330,209,154,,1202698,1907,55515,13552,126276,46621,25929,8658,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,6,2742,,,,2396,1450,,,405,280,,,21,418,,95,71,,,14,80,108,92,230,,,355,429,43,21,8,187,,,,,,,,,436,214,692,1217,671,132,,17593437,1709,79672,82402,4922182,424241,111751,43154,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,7,1011,,,,985,549,,,198,129,,,0,208,,38,19,,,12,26,30,119,173,,,84,98,7,8,0,18,,,,,,,,,0,0,384,438,303,46,,5902670,3033,20208,29878,1390101,45291,78998,9585,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-21,8,704,,,,581,290,,,79,51,,,0,201,,37,25,,,13,31,31,73,101,,,89,96,2,2,0,83,,,,,,,,,204,72,169,398,172,4,,2290909,2360,60502,12593,329629,86621,31584,1149,,,,,,,,,,,,,,83%,69%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200722172231/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,1,1736,,,,1504,1108,,,196,175,,,0,204,,34,23,,,49,22,43,70,194,,,151,202,22,14,17,131,,,,,,,,,35,97,214,411,137,50,,1069881,48330,154600,23301,1066636,122562,141344,4856,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,2N,5118,,,,4979,3647,,,523,414,,,0,496,,76,40,,,79,118,178,159,332,,,380,536,144,49,41,123,,,,,,,,,73,24,356,716,422,185,,6298746,9514,226078,103168,485684,217427,81452,19125,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,2S,7374,,,,6637,5180,,,962,798,,,6,550,,105,181,,,32,192,288,125,483,,,666,1126,186,75,40,131,,,,,,,,,1875,44,872,1318,540,112,,3401005,28147,368758,37221,1370963,425676,191413,16490,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,3,3242,,,,2605,1993,,,428,332,,,1,796,,81,77,,,25,64,74,138,266,,,203,306,49,35,10,113,,,,,,,,,52,28,244,406,167,248,,6624841,3851,462818,24355,1311716,178184,91843,38748,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,5,2106,,,,1486,1222,,,182,128,,,5,260,,66,55,,,76,27,34,120,266,,,193,225,40,10,3,17,,,,,,,,,106,23,270,330,210,154,,1324180,1982,56784,13816,137245,52795,26769,8749,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,6,2742,,,,2396,1612,,,405,290,,,19,356,,90,64,,,9,86,108,74,230,,,341,429,47,22,9,183,,,,,,,,,436,214,692,1217,671,132,,17129642,1709,78355,84417,6493341,430056,111404,42969,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,7,1011,,,,985,605,,,198,117,,,0,208,,38,23,,,11,27,30,122,172,,,84,98,4,7,0,21,,,,,,,,,0,0,384,438,303,48,,5970457,3043,20178,32848,1392164,46686,78988,9617,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-22,8,704,,,,581,306,,,79,50,,,0,198,,37,25,,,13,31,31,65,101,,,91,96,1,2,0,79,,,,,,,,,204,72,167,396,170,4,,2256517,2360,60408,12361,331851,86591,31482,1148,,,,,,,,,,,,,,90%,70%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723152109/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,1,1736,,,,1486,1088,,,192,175,,,0,219,,35,22,,,45,26,43,81,194,,,153,201,,,,,,,,,,,,,35,97,214,411,137,50,,971906,47893,194037,21290,971630,176718,140115,4826,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,2N,5095,,,,4964,3653,,,522,408,,,0,491,,76,55,,,72,123,178,154,332,,,381,536,,,,,,,,,,,,,73,24,356,716,422,185,,6970216,9514,225007,103559,491143,216590,85535,19335,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,2S,7380,,,,6654,5062,,,958,810,,,5,503,,105,123,,,33,193,288,121,483,,,664,1124,,,,,,,,,,,,,1875,44,872,1348,534,112,,3325562,28119,368180,36895,1370404,410643,182825,16310,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,3,3258,,,,2664,1982,,,425,316,,,1,785,,81,77,,,25,66,74,132,266,,,200,309,,,,,,,,,,,,,52,28,244,406,167,248,,6226950,3851,462188,24437,1321525,177497,91778,38740,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,5,2106,,,,1486,1212,,,182,123,,,5,256,,64,56,,,79,28,34,126,266,,,193,225,,,,,,,,,,,,,106,23,268,330,209,154,,1238987,1907,54662,13508,124233,46764,25930,8652,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,6,2742,,,,2396,1676,,,405,291,,,22,401,,107,42,,,10,85,108,102,230,,,342,429,,,,,,,,,,,,,436,214,692,1217,671,134,,17050971,1719,77726,84590,6451006,433565,111270,42896,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,7,1011,,,,985,593,,,198,110,,,0,219,,38,19,,,12,27,30,128,173,,,88,98,,,,,,,,,,,,,0,0,384,438,303,46,,5988840,2998,19988,29181,1386836,45380,78794,9865,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-23,8,704,,,,581,305,,,79,54,,,0,207,,37,24,,,18,31,31,66,101,,,89,96,,,,,,,,,,,,,204,72,167,396,170,4,,2322831,2360,60174,12635,329229,86506,31559,1148,,,,,,,,,,,,,,87%,74%,"Only the tables Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 were updated on 2020-07-23  
Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200723224456/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-24,1,1736,,,,1472,1049,,,192,164,,,0,229,,36,26,,,42,27,43,70,194,,,159,207,17,13,12,112,,,,,,,,,35,97,214,411,137,50,,934321,47796,192768,22165,944575,170950,138654,4798,,,,,,,,,,,,,,93%,77%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200725181239/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-24,2N,5074,,,,4821,3688,,,521,415,,,0,462,,76,50,,,74,120,178,168,332,,,391,534,154,46,41,127,,,,,,,,,73,24,356,716,422,185,,7115903,10872,224429,78292,483243,215201,85068,19522,,,,,,,,,,,,,,93%,77%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200725181239/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
2020-07-24,2S,7358,,,,6638,5228,,,955,765,,,6,443,,105,107,,,33,191,285,110,483,,,671,1124,179,74,43,120,,,,,,,,,1875,44,866,1330,518,112,,4922328,7369,352496,37851,1399873,363834,182051,13111,,,,,,,,,,,,,,93%,77%,"Note: Data on this page will now be updated Monday - Friday due to furloughs. 
Data is preliminary and subject to change for both Statewide Available Bed Tracking for COVID-19 and Statewide Hospital Available PPE Tracking for COVID-19 
Data is self-reported by hospitals daily to the EM Resource System per MDHHS Director Robert Gordon’s Emergency Order. 
Changes in inventory numbers have likely occurred since reporting was completed. 
This information will be updated daily by 7 p.m. 
Information about Healthcare Coalition Regions is available on the MDHHS website.","https://web.archive.org/web/20200725181239/https://www.michigan.gov/coronavirus/0,9753,7-406-98159-523641--,00.html"
